"Domestic"
"Domestic","Numbering Plan"
"Domestic","Basic Rate"
"International"
"International","Numbering Plan"
"International","Basic Rate"
"Custom"
"Custom","Charge"
"Custom","Discount"
"Custom","Allowance"
"Number Special"
"Number Special","Allowed Number"
"Number Special","Forbidden Number"
