"PRICE_PLAN"
"PRICE_PLAN","BASIC"
"PRICE_PLAN","OPTIONAL"
"PRICE_PLAN","PACKAGED"
"PRICE_PLAN","BUNDLED"
"VAS"
"VAS","CALL"
"VAS","SMS"
